,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
14:26:31:00,-69.0,-65.0,-65.0,-68.0,,,,-59.0,-59.0,-60.0,-71.0,-71.0,-71.0,,-61.0,-61.0,-61.0,-51.0,-53.0,-85.0,-52.0,-84.0,-83.0,-76.0,-75.0,-75.0,,,,,,,,,,,,,,,,44.43493300337356,26.04794155766443
14:26:32:00,-72.0,-63.0,-62.0,-62.0,-88.0,-90.0,-88.0,-55.0,-55.0,-55.0,-73.0,-73.0,-74.0,,-57.0,-57.0,-57.0,-45.0,-45.0,-85.0,-46.0,-83.0,-82.0,-72.0,-71.0,-72.0,,,,,,,,-86.0,-86.0,-87.0,,,,,,44.43493749998141,26.047935260299
14:26:33:00,-72.0,-63.0,-62.0,-62.0,-88.0,-90.0,-88.0,-55.0,-55.0,-55.0,-73.0,-73.0,-74.0,,-57.0,-57.0,-57.0,-45.0,-45.0,-85.0,-46.0,-83.0,-82.0,-72.0,-71.0,-72.0,,,,,,,,-86.0,-86.0,-87.0,,,,,,44.434937499980464,26.047917942544068
14:26:34:00,-64.0,-58.0,-58.0,-58.0,-84.0,-86.0,-86.0,-50.0,-49.0,-49.0,-72.0,-72.0,-70.0,,-59.0,-59.0,-59.0,-46.0,-47.0,-79.0,-43.0,-79.0,-79.0,-64.0,-61.0,-62.0,,,,,,,,-82.0,-81.0,-79.0,,,,,,44.43493749997992,26.047906134983883
14:26:35:00,-64.0,-58.0,-58.0,-58.0,-84.0,-86.0,-86.0,-50.0,-49.0,-49.0,-72.0,-72.0,-70.0,,-59.0,-59.0,-59.0,-46.0,-47.0,-79.0,-43.0,-79.0,-79.0,-64.0,-61.0,-62.0,,,,,,,,-82.0,-81.0,-79.0,,,,,,44.43493749997975,26.047900100008683
14:26:39:00,-64.0,-54.0,-54.0,-54.0,-82.0,-85.0,-84.0,-46.0,-45.0,-45.0,-59.0,-59.0,-59.0,,-57.0,-57.0,-57.0,-45.0,-45.0,-77.0,-45.0,-78.0,-77.0,-57.0,-57.0,-57.0,,,,,,,,-88.0,-89.0,-86.0,,,,,,44.43493749997898,26.047884881375563
14:26:40:00,-62.0,-55.0,-55.0,-55.0,-89.0,-90.0,-91.0,-42.0,-42.0,-42.0,-57.0,-57.0,-56.0,-89.0,-56.0,,-56.0,-41.0,-41.0,,-42.0,-76.0,-76.0,-56.0,-55.0,-56.0,-90.0,-91.0,,,,,,-93.0,,,,,,,,44.43494199658693,26.04788348196092
14:26:41:00,-63.0,-57.0,-57.0,-56.0,-80.0,-77.0,-76.0,-42.0,-42.0,-42.0,-58.0,-58.0,-58.0,-91.0,-58.0,-58.0,-58.0,-42.0,-42.0,-76.0,-43.0,-76.0,-76.0,-60.0,-60.0,-61.0,-91.0,-90.0,,,,,,-79.0,-79.0,-79.0,,,,,,44.43494199658614,26.04786913796077
14:26:42:00,-63.0,-49.0,-49.0,-49.0,-82.0,-79.0,-80.0,-51.0,-51.0,-50.0,-75.0,-75.0,-75.0,,-52.0,-53.0,-52.0,-42.0,-43.0,-78.0,-44.0,-78.0,-78.0,-72.0,-71.0,-71.0,,,,,,,,-88.0,-85.0,-88.0,,,,,,44.43494199658527,26.047853394545985
14:26:43:00,-57.0,-52.0,-52.0,-52.0,-78.0,-77.0,-77.0,-49.0,-49.0,-49.0,-76.0,-76.0,-76.0,,-57.0,-57.0,-57.0,-48.0,-48.0,-77.0,-49.0,-76.0,-76.0,-73.0,-74.0,-74.0,,,,,,,,-88.0,-89.0,-88.0,,,,,,44.43494199658446,26.047838700692186
14:26:44:00,-68.0,-49.0,-49.0,-49.0,-84.0,-84.0,-81.0,-61.0,-61.0,-61.0,-80.0,-81.0,-81.0,-94.0,-53.0,-54.0,-54.0,-49.0,-49.0,-80.0,-48.0,-81.0,-80.0,-76.0,-76.0,-76.0,-90.0,-88.0,,,,,,-89.0,-87.0,-90.0,,,,,,44.43494199658353,26.047821907716408
14:26:45:00,-68.0,-49.0,-49.0,-49.0,-84.0,-84.0,-81.0,-61.0,-61.0,-61.0,-80.0,-81.0,-81.0,-94.0,-53.0,-54.0,-54.0,-49.0,-49.0,-80.0,-48.0,-81.0,-80.0,-76.0,-76.0,-76.0,-90.0,-88.0,,,,,,-89.0,-87.0,-90.0,,,,,,44.43494199658276,26.0478077386431
14:26:46:00,-68.0,-49.0,-49.0,-49.0,-84.0,-84.0,-81.0,-61.0,-61.0,-61.0,-80.0,-81.0,-81.0,-94.0,-53.0,-54.0,-54.0,-49.0,-49.0,-80.0,-48.0,-81.0,-80.0,-76.0,-76.0,-76.0,-90.0,-88.0,,,,,,-89.0,-87.0,-90.0,,,,,,44.43494199658192,26.047792520008805
14:26:47:00,-60.0,-49.0,-49.0,-49.0,-78.0,-78.0,-78.0,-57.0,-57.0,-57.0,-86.0,-88.0,-87.0,-86.0,-49.0,-49.0,-49.0,-52.0,-53.0,-75.0,-52.0,-74.0,-74.0,-82.0,-82.0,-81.0,-86.0,-84.0,,,,,,-91.0,,-92.0,,,,,,44.43494199658128,26.047777826155
14:26:48:00,-62.0,-47.0,-47.0,-47.0,-79.0,-78.0,-79.0,-64.0,-64.0,-64.0,-82.0,-82.0,-82.0,-82.0,-47.0,-47.0,-47.0,-51.0,-51.0,-75.0,-51.0,-75.0,-75.0,-82.0,-82.0,-83.0,-79.0,-81.0,,,,,,-91.0,,-92.0,,,,,,44.43494199658053,26.047761033179235
14:26:49:01,-57.0,-39.0,-40.0,-40.0,-71.0,-71.0,-66.0,-64.0,-65.0,-64.0,-88.0,-88.0,-88.0,-79.0,-42.0,-41.0,-41.0,-57.0,-57.0,-68.0,-53.0,-69.0,-68.0,-80.0,-79.0,-80.0,-79.0,-79.0,,,,,,,,-91.0,,,,,,44.4349419965801,26.047747756232766
14:26:50:00,-56.0,-42.0,-42.0,-41.0,-57.0,-57.0,-57.0,-61.0,-61.0,-60.0,-79.0,-79.0,-78.0,-83.0,-45.0,-45.0,-46.0,-53.0,-53.0,-53.0,-53.0,-54.0,-54.0,-78.0,-78.0,-78.0,-84.0,-84.0,,,,,,,,,,,,,,44.434941996579546,26.04773094576431
14:26:51:00,-56.0,-47.0,-47.0,-47.0,-60.0,-61.0,-60.0,-63.0,-62.0,-63.0,-80.0,-80.0,-82.0,-75.0,-44.0,-44.0,-44.0,-60.0,-60.0,-56.0,-60.0,-56.0,-56.0,-81.0,-80.0,-80.0,-75.0,-75.0,-89.0,-91.0,-89.0,,,,,-91.0,,,,,,44.43494199657876,26.04771642683734
14:26:52:00,-52.0,-40.0,-40.0,-40.0,-62.0,-63.0,-63.0,-61.0,-61.0,-61.0,-82.0,-83.0,-82.0,-81.0,-41.0,-41.0,-40.0,-54.0,-54.0,-57.0,-54.0,-57.0,-57.0,-78.0,-79.0,-78.0,-80.0,-82.0,,,,,,,,,,,,,,44.43494199657789,26.04770068342255
14:26:53:00,-55.0,-37.0,-37.0,-37.0,,,,-64.0,-63.0,-63.0,-85.0,-86.0,-85.0,-82.0,-43.0,-44.0,-44.0,-59.0,-59.0,-51.0,-60.0,-52.0,-51.0,-82.0,-82.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,44.43493849921583,26.04769596039812
14:26:54:00,-51.0,-39.0,-39.0,-39.0,,,,-60.0,-60.0,-60.0,-86.0,-86.0,-86.0,-81.0,-43.0,-43.0,-42.0,-61.0,-60.0,-64.0,-60.0,-64.0,-63.0,-83.0,-82.0,-83.0,-81.0,-76.0,,,,,,,,,,,,,,44.43493749996922,26.04768924320832
14:26:56:00,-51.0,-51.0,-51.0,-51.0,-84.0,-85.0,-83.0,-76.0,-75.0,-75.0,-85.0,-87.0,-87.0,-79.0,-48.0,-49.0,-48.0,-68.0,-68.0,-73.0,-67.0,-72.0,-72.0,-82.0,-82.0,-81.0,-80.0,-79.0,,,,,,,,,,,,,,44.43493749996872,26.047677068301827
14:27:00:01,-47.0,-67.0,-64.0,-64.0,-74.0,-74.0,-74.0,-76.0,-76.0,-76.0,-90.0,-90.0,-89.0,,-45.0,-45.0,-45.0,-59.0,-60.0,-71.0,-59.0,-71.0,-71.0,-81.0,-81.0,-82.0,,,,,,,,,,,,,,,,44.43493749996815,26.047666761185347
14:27:01:00,-55.0,-54.0,-53.0,-54.0,-70.0,-70.0,-71.0,-69.0,-69.0,-69.0,-86.0,-86.0,-87.0,-86.0,-52.0,-52.0,-52.0,-62.0,-62.0,-70.0,-62.0,-71.0,-71.0,-85.0,-85.0,-83.0,-87.0,-87.0,,,,,,,,,,,,,-93.0,44.43493749996795,26.04766321409788
14:27:02:00,-47.0,-47.0,-47.0,-47.0,-72.0,-72.0,-72.0,-76.0,-75.0,-76.0,-88.0,-88.0,-86.0,-85.0,-50.0,-50.0,-51.0,-60.0,-60.0,-67.0,-60.0,-68.0,-68.0,-82.0,-82.0,-82.0,-85.0,-86.0,,,,,,,,,,,,,,44.43493749996725,26.047650479425567
14:27:03:00,-48.0,-54.0,-53.0,-53.0,-77.0,-77.0,-76.0,-76.0,-77.0,-76.0,-88.0,-87.0,-89.0,-87.0,-54.0,-54.0,-54.0,-64.0,-64.0,-68.0,-64.0,-68.0,-67.0,,-86.0,-86.0,-87.0,-88.0,,,,,,,,,,,,,,44.43493749996648,26.04763648528017
14:27:04:00,-44.0,-59.0,-59.0,-59.0,-70.0,-70.0,-70.0,-72.0,-72.0,-72.0,-86.0,-86.0,-87.0,-88.0,-52.0,-53.0,-52.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-83.0,-83.0,-83.0,-87.0,-89.0,,,,,,,,,,,,,,44.43493749996571,26.04762249113477
14:27:05:00,-44.0,-59.0,-59.0,-59.0,-70.0,-70.0,-70.0,-72.0,-72.0,-72.0,-86.0,-86.0,-87.0,-88.0,-52.0,-53.0,-52.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-83.0,-83.0,-83.0,-87.0,-89.0,,,,,,,,,,,,,,44.434937499964576,26.047601807105227
15:14:45:00,-39.0,-57.0,-57.0,-57.0,-70.0,-70.0,-70.0,-72.0,-72.0,-72.0,-88.0,-87.0,-87.0,-87.0,-51.0,-51.0,-51.0,-63.0,-63.0,-64.0,-64.0,-65.0,-65.0,-82.0,-82.0,-83.0,-87.0,-89.0,,,,,,,,,,,,,,44.43493749999944,26.04761157578469
15:14:46:00,-45.0,-51.0,-51.0,-51.0,-72.0,-71.0,-71.0,-72.0,-72.0,-72.0,-88.0,-87.0,-88.0,-90.0,-51.0,-51.0,-51.0,-56.0,-57.0,-64.0,-57.0,-65.0,-64.0,-83.0,-83.0,-84.0,-89.0,-90.0,,,,,,,,,,,,,,44.434937499998775,26.04762389063264
15:14:47:00,-51.0,-56.0,-56.0,-56.0,-76.0,-76.0,-76.0,-68.0,-70.0,-70.0,-83.0,-83.0,-83.0,,-49.0,-49.0,-49.0,-62.0,-62.0,-70.0,-62.0,-70.0,-69.0,-83.0,-83.0,-83.0,-88.0,-87.0,,,,,,,,,,,,,,44.43493749999783,26.04764085853394
15:14:48:00,-50.0,-42.0,-42.0,-42.0,-74.0,-72.0,-74.0,-78.0,-76.0,-78.0,-86.0,-87.0,-85.0,-78.0,-47.0,-47.0,-47.0,-66.0,-65.0,-71.0,-65.0,-72.0,-71.0,-82.0,-82.0,-81.0,-78.0,-77.0,,,,,,,,,,,,,,44.43493749999696,26.04765660194752
15:14:51:00,-49.0,-38.0,-37.0,-38.0,,,,-60.0,-60.0,-61.0,-84.0,-84.0,-85.0,-81.0,-49.0,-48.0,-48.0,-57.0,-58.0,-54.0,-57.0,-55.0,-55.0,-81.0,-80.0,-81.0,-80.0,,-89.0,-90.0,-92.0,,,,,,,,,,,44.434937499995975,26.04767463069532
15:14:53:00,-48.0,-35.0,-35.0,-35.0,-70.0,-75.0,-70.0,-66.0,-66.0,-68.0,-85.0,-84.0,-84.0,-79.0,-45.0,-45.0,-45.0,-56.0,-57.0,-64.0,-56.0,-63.0,-62.0,-81.0,-80.0,-80.0,-81.0,-81.0,,,,-85.0,-87.0,,,,,,,,,44.434937499995705,26.047681966336057
15:14:55:00,-52.0,-38.0,-38.0,-38.0,-62.0,-62.0,-63.0,-63.0,-63.0,-65.0,-82.0,-82.0,-82.0,-74.0,-44.0,-44.0,-44.0,-56.0,-57.0,-62.0,-57.0,-62.0,-61.0,-81.0,-81.0,-81.0,-74.0,-74.0,,,,,,,,,,,,,,44.43493124384536,26.0476833657506
15:14:56:00,-48.0,-40.0,-40.0,-40.0,-62.0,-61.0,-61.0,-72.0,-71.0,-72.0,-83.0,-84.0,-83.0,-72.0,-49.0,-50.0,-49.0,-70.0,-71.0,-72.0,-71.0,-72.0,-72.0,-83.0,-83.0,-83.0,-74.0,-75.0,,,,,,,,,,,,,,44.43492605408432,26.0476833657506
15:14:57:00,-57.0,-44.0,-44.0,-44.0,-64.0,-65.0,-65.0,-73.0,-73.0,-73.0,-84.0,-84.0,-83.0,-82.0,-52.0,-51.0,-51.0,-71.0,-71.0,-64.0,-72.0,-64.0,-64.0,-85.0,-83.0,-83.0,-82.0,-82.0,-92.0,-91.0,-92.0,,,,,,,,,,,44.43491726525953,26.0476833657506
15:14:58:00,-50.0,-57.0,-57.0,-57.0,-70.0,-70.0,-70.0,-75.0,-75.0,-74.0,-86.0,-87.0,-90.0,-86.0,-55.0,-55.0,-56.0,-72.0,-71.0,-65.0,-71.0,-66.0,-65.0,-87.0,,,-86.0,-85.0,,,,,,,,,,,,,,44.43490652336256,26.0476833657506
15:14:59:00,-49.0,-59.0,-59.0,-59.0,-72.0,-72.0,-72.0,-77.0,-78.0,-78.0,-90.0,-90.0,-91.0,-89.0,-55.0,-56.0,-56.0,-70.0,-70.0,-64.0,-70.0,-64.0,-63.0,-84.0,-83.0,-84.0,-90.0,-90.0,,,,,,,,,,,,,,44.43489510340567,26.0476833657506
15:15:00:00,-53.0,-53.0,-53.0,-53.0,-66.0,-66.0,-66.0,-71.0,-71.0,-71.0,-90.0,-89.0,-88.0,-85.0,-55.0,-56.0,-55.0,-69.0,-69.0,-65.0,-71.0,-64.0,-64.0,-84.0,-86.0,-85.0,-86.0,-89.0,,,,,,,,,,,,,,44.43488453994553,26.0476833657506
15:15:01:00,-55.0,-64.0,-66.0,-60.0,-75.0,-76.0,-76.0,-72.0,-72.0,-72.0,-83.0,-82.0,-82.0,-87.0,-57.0,-57.0,-57.0,-69.0,-66.0,-63.0,-69.0,-63.0,-64.0,-87.0,-87.0,,-88.0,-87.0,,,,,,,,,,,,,,44.43487544680485,26.0476833657506
15:15:02:00,-50.0,-56.0,-56.0,-54.0,-58.0,-59.0,-59.0,-74.0,-74.0,-73.0,-83.0,-83.0,-86.0,-84.0,-50.0,-51.0,-50.0,-66.0,-66.0,-62.0,-68.0,-62.0,-62.0,,,,-84.0,-83.0,,,,,,,,,,,,,,44.43487454748273,26.04769281178857
15:15:03:00,-53.0,-57.0,-57.0,-57.0,-62.0,-63.0,-63.0,-73.0,-73.0,-73.0,-81.0,-81.0,-81.0,-90.0,-52.0,-53.0,-52.0,-70.0,-69.0,-58.0,-69.0,-58.0,-58.0,-84.0,-85.0,-83.0,-88.0,-86.0,-90.0,-90.0,-90.0,,,,,,,,,,,44.43488084273381,26.04769596046789
15:15:04:00,-51.0,-61.0,-61.0,-61.0,-56.0,-56.0,-56.0,-71.0,-72.0,-72.0,-83.0,-85.0,-84.0,-85.0,-48.0,-48.0,-48.0,-71.0,-71.0,-55.0,-71.0,-55.0,-54.0,-82.0,-81.0,-81.0,-85.0,-85.0,,,,,,,,,,,,,,44.43489053542221,26.04769596046789
15:15:05:00,-52.0,-55.0,-55.0,-55.0,-60.0,-60.0,-60.0,-79.0,-77.0,-77.0,-83.0,-82.0,-82.0,-84.0,-47.0,-47.0,-47.0,-69.0,-68.0,-58.0,-66.0,-57.0,-57.0,-79.0,-79.0,-79.0,-84.0,-86.0,,-92.0,-90.0,,,,,,,,,,,44.434901527130734,26.04769596046789
15:15:06:00,-54.0,-44.0,-44.0,-44.0,-59.0,-59.0,-59.0,-71.0,-71.0,-71.0,-81.0,-83.0,-83.0,-80.0,-41.0,-42.0,-42.0,-62.0,-62.0,-57.0,-62.0,-57.0,-57.0,-81.0,-80.0,-80.0,-80.0,-80.0,,,,,,,,,,,,,,44.4349105203468,26.04769596046789
15:15:07:00,-54.0,-40.0,-40.0,-40.0,-60.0,-60.0,-60.0,-57.0,-58.0,-57.0,-81.0,-82.0,-81.0,-81.0,-41.0,-42.0,-42.0,-59.0,-59.0,-56.0,-59.0,-55.0,-55.0,-78.0,-77.0,-77.0,,-78.0,,,,,,,,,,,,,,44.43492151205531,26.04769596046789
15:15:08:00,-64.0,-41.0,-42.0,-42.0,-74.0,-73.0,-74.0,-72.0,-72.0,-72.0,-88.0,-87.0,-89.0,-84.0,-48.0,-48.0,-48.0,-54.0,-54.0,-62.0,-54.0,-62.0,-62.0,-83.0,-83.0,-84.0,-85.0,-84.0,,,,,,,,,,,,,,44.43493075508293,26.04769596046789
15:15:09:00,-72.0,-57.0,-57.0,-57.0,-78.0,-78.0,-78.0,-64.0,-64.0,-63.0,-90.0,-91.0,-92.0,-90.0,-55.0,-55.0,-54.0,-61.0,-61.0,-72.0,-61.0,-72.0,-72.0,-86.0,-83.0,-86.0,-92.0,-91.0,,,,,,,,,,,,,,44.434933003386455,26.04770477677882
15:15:10:00,-72.0,-63.0,-63.0,-63.0,-90.0,-91.0,-89.0,-73.0,-74.0,-73.0,-91.0,-91.0,-90.0,-91.0,-57.0,-58.0,-58.0,-54.0,-54.0,-79.0,-54.0,-79.0,-79.0,-87.0,-88.0,,,-91.0,,,,,,,,,,,,,,44.43493300338584,26.04771590212356
15:15:11:00,-73.0,-58.0,-62.0,-58.0,-87.0,-87.0,-88.0,-71.0,-71.0,-71.0,-92.0,-92.0,-92.0,,-55.0,-56.0,-55.0,-56.0,-56.0,-79.0,-56.0,-79.0,-79.0,-85.0,-85.0,-84.0,,,,,,,,,,,,,,,,44.43493300338521,26.047727447292623
15:15:12:00,-75.0,-65.0,-66.0,-65.0,-90.0,-88.0,-88.0,-58.0,-59.0,-58.0,-92.0,-90.0,-91.0,,-57.0,-57.0,-57.0,-52.0,-52.0,-83.0,-52.0,-82.0,-82.0,-84.0,-83.0,-83.0,,,,,,,,,,,,,,,,44.43493300338437,26.04774274089321
15:15:13:00,-76.0,-73.0,-73.0,-74.0,-87.0,-87.0,-87.0,-63.0,-63.0,-63.0,-90.0,-90.0,-90.0,,-62.0,-63.0,-63.0,-49.0,-48.0,-84.0,-49.0,-83.0,-84.0,-81.0,-81.0,-80.0,,,,,,,,,,,,,,,,44.43493300338348,26.047758934117358
15:15:14:00,-78.0,-72.0,-72.0,-72.0,-90.0,-91.0,-91.0,-59.0,-59.0,-59.0,-89.0,-89.0,-90.0,,-65.0,-65.0,-65.0,-48.0,-49.0,-87.0,-50.0,,,-80.0,-80.0,-82.0,,,,,,,,,,,,,,,,44.43493300338278,26.04777152884725
15:15:15:00,-78.0,-81.0,-81.0,-80.0,-90.0,-91.0,-88.0,-49.0,-49.0,-49.0,-87.0,,-87.0,,-64.0,-63.0,-64.0,-44.0,-45.0,,-45.0,-87.0,-87.0,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43493300338201,26.04778552299157
15:15:16:00,-84.0,-79.0,-80.0,-79.0,,-91.0,-91.0,-53.0,-52.0,-53.0,-87.0,-85.0,-87.0,,-72.0,-72.0,-72.0,-48.0,-48.0,,-48.0,,,-78.0,-77.0,-78.0,,,,,,,,-92.0,,,,,,,,44.43493300338124,26.047799517135893
15:15:17:00,-85.0,-80.0,-80.0,-77.0,-91.0,-92.0,-91.0,-53.0,-53.0,-53.0,-82.0,-82.0,-81.0,,-65.0,-65.0,-65.0,-43.0,-43.0,,-43.0,,,-77.0,-76.0,-77.0,,,,,,,,-87.0,-88.0,-90.0,,,,,,44.43493300338047,26.04781351128021
15:15:18:00,-79.0,-70.0,-70.0,-70.0,-83.0,-83.0,-83.0,-48.0,-48.0,-48.0,-72.0,-72.0,-70.0,,-68.0,-69.0,-69.0,-45.0,-44.0,-83.0,-44.0,-83.0,-83.0,-58.0,-57.0,-58.0,,,,,,,,-89.0,-88.0,-88.0,,,,,,44.43493300337973,26.047826945658763
15:15:19:00,-69.0,-59.0,-61.0,-61.0,,-80.0,-81.0,-46.0,-46.0,-46.0,-65.0,-65.0,-65.0,,-61.0,-61.0,-61.0,-45.0,-45.0,-75.0,,-75.0,-75.0,-54.0,-54.0,-54.0,,,,,,,,-79.0,-77.0,-78.0,-87.0,-92.0,-92.0,-92.0,,44.43493300337897,26.04784079986165
15:15:20:00,-73.0,-68.0,-68.0,-66.0,-79.0,-82.0,-78.0,-51.0,-51.0,-51.0,-64.0,-63.0,-65.0,,-61.0,-61.0,-61.0,-48.0,,-80.0,-49.0,-80.0,-80.0,,-51.0,,,,,,,,,-82.0,-80.0,-78.0,,,,,,44.43493300337816,26.047855493713183
15:15:21:00,-63.0,-58.0,-57.0,-58.0,-88.0,-89.0,-89.0,-48.0,-48.0,-47.0,-62.0,-62.0,-61.0,,-62.0,-66.0,-64.0,-47.0,-47.0,-81.0,-47.0,-80.0,-80.0,-48.0,-48.0,-48.0,,,,,,,,-81.0,-83.0,-82.0,,,,,,44.43493300337732,26.047870712345137
15:15:22:00,-62.0,-74.0,-72.0,-73.0,,,,-46.0,-46.0,-46.0,-58.0,-58.0,-58.0,,-62.0,-62.0,-62.0,-39.0,-38.0,-87.0,-38.0,-85.0,-84.0,-60.0,-60.0,-59.0,,,,,,,,,-79.0,,,,,,,44.43493300337654,26.047884881416262
15:15:23:00,-72.0,-61.0,-61.0,-61.0,-90.0,-89.0,-88.0,-48.0,-48.0,-48.0,-76.0,-75.0,-76.0,,-63.0,-63.0,-64.0,-49.0,-48.0,-84.0,-49.0,-84.0,-83.0,-72.0,-72.0,-73.0,,,,,,,,-80.0,-81.0,-81.0,,,,,,44.43493646230579,26.047884881416262
15:15:26:04,-72.0,-61.0,-61.0,-61.0,-90.0,-89.0,-88.0,-48.0,-48.0,-48.0,-76.0,-75.0,-76.0,,-63.0,-63.0,-64.0,-49.0,-48.0,-84.0,-49.0,-84.0,-83.0,-72.0,-72.0,-73.0,,,,,,,,-80.0,-81.0,-81.0,,,,,,44.43493749998399,26.047895338859465
15:15:28:00,-70.0,-70.0,-72.0,-72.0,-87.0,-87.0,-82.0,-50.0,-50.0,-50.0,-73.0,-72.0,-72.0,,-64.0,-64.0,-64.0,-43.0,-45.0,-82.0,-44.0,-82.0,-82.0,-70.0,-69.0,-69.0,,,,,,,,-84.0,-81.0,-82.0,,,,,,44.43493749998372,26.047902986341875
15:15:30:00,-75.0,-69.0,-66.0,-70.0,,,,-57.0,-56.0,-56.0,-77.0,-77.0,-77.0,,-59.0,-56.0,-57.0,-47.0,-48.0,-85.0,-50.0,-84.0,-83.0,-76.0,-76.0,-77.0,,,,,,,,,,,,,,,,44.43493046181461,26.047903773512555
15:15:31:00,-73.0,-67.0,-69.0,-69.0,-88.0,-88.0,-88.0,-60.0,-60.0,-60.0,-78.0,-79.0,-80.0,,-70.0,-70.0,-71.0,-48.0,-49.0,,-49.0,,-86.0,-75.0,-75.0,-74.0,,,,,,,,-88.0,-86.0,-87.0,,,,,,44.434924010159605,26.047903773512555
15:15:32:00,-78.0,-79.0,-79.0,-77.0,-87.0,-88.0,-88.0,-59.0,-58.0,-61.0,-73.0,-72.0,-72.0,,-72.0,-72.0,-72.0,-62.0,-62.0,,-58.0,,-88.0,-79.0,-82.0,-83.0,,,,,,,,-92.0,-90.0,-92.0,,,,,,44.434913892791535,26.047903773512555
15:15:33:00,-75.0,-75.0,-75.0,-75.0,-87.0,-86.0,-86.0,-58.0,-58.0,-58.0,-69.0,-70.0,-70.0,,-74.0,-74.0,-74.0,-55.0,-54.0,-84.0,-55.0,-85.0,-84.0,-73.0,-72.0,-72.0,,,,,,,,-90.0,-87.0,-89.0,,,,,,44.43490265127146,26.047903773512555
15:15:34:00,-84.0,-77.0,-77.0,-77.0,-89.0,-91.0,-91.0,-66.0,-66.0,-66.0,-71.0,-71.0,-71.0,,-74.0,-73.0,-72.0,-61.0,-62.0,-84.0,-62.0,-83.0,-83.0,-75.0,-75.0,-75.0,,,,,,,,-90.0,-91.0,-91.0,,,,,,44.43489253390339,26.047903773512555
15:15:36:00,-85.0,-72.0,-72.0,-70.0,-91.0,-87.0,-90.0,-63.0,-64.0,-64.0,-75.0,-76.0,-76.0,,-78.0,-77.0,-79.0,-57.0,-56.0,,-57.0,,-87.0,-77.0,-77.0,-77.0,,,,,,,,-92.0,-91.0,-89.0,,,,,,44.43487454747127,26.047903773512555
15:15:37:00,-73.0,-72.0,-72.0,-72.0,-88.0,-88.0,-86.0,-64.0,-65.0,-65.0,-82.0,-81.0,-82.0,,-75.0,-74.0,-74.0,-60.0,-61.0,,-61.0,-87.0,-86.0,-77.0,,-77.0,,,,,,,,-90.0,-89.0,-89.0,,,,,,44.43487454747049,26.04791776764288
15:15:38:00,-78.0,-75.0,-75.0,-75.0,-87.0,-86.0,-86.0,-59.0,-59.0,-59.0,-84.0,-85.0,-85.0,,-74.0,-74.0,-74.0,-58.0,-58.0,,-59.0,,,,,,,,,,,,,,,,,,,,,44.43487454746972,26.047931761773203
15:15:39:00,-80.0,-76.0,-75.0,-77.0,-89.0,-89.0,-89.0,-64.0,-64.0,-65.0,-80.0,-80.0,-78.0,,-70.0,-71.0,-70.0,-60.0,-60.0,,-60.0,,,-77.0,-76.0,-77.0,,,,,,,,,,,,,,,,44.43487700016448,26.04794155766443
15:15:40:00,-81.0,-73.0,-73.0,-73.0,,,,-60.0,-60.0,-60.0,-82.0,-81.0,-81.0,,-74.0,-74.0,-73.0,-53.0,-53.0,,-53.0,,-86.0,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,44.43488611017554,26.04794155766443
15:15:41:00,-78.0,-82.0,-81.0,-81.0,-87.0,-85.0,-87.0,-59.0,-59.0,-59.0,-84.0,-75.0,-77.0,,-72.0,-71.0,-72.0,-56.0,-56.0,,-56.0,,,-78.0,-76.0,-76.0,,,,,,,,-91.0,-91.0,-91.0,,,,,,44.434897530132446,26.04794155766443
15:15:42:00,-75.0,-77.0,-78.0,-77.0,-87.0,-86.0,-86.0,-65.0,-65.0,-65.0,-79.0,-77.0,-77.0,,-72.0,-72.0,-72.0,-59.0,-59.0,,-59.0,,,-73.0,-72.0,-72.0,,,,,,,,-90.0,,,,,,,,44.434907522594735,26.04794155766443
